Date,ETH_Price,Signal,Return,Equity
2025-04-17 12:00:00+00:00,1593.6231689453125,-1,-9.2025146484375,-9.2025146484375
2025-04-17 16:00:00+00:00,1582.769287109375,-1,18.364990234375,9.1624755859375
2025-04-17 20:00:00+00:00,1580.9951171875,-1,12.6280517578125,21.79052734375
2025-04-18 00:00:00+00:00,1582.433837890625,-1,0.33544921875,22.1259765625
2025-04-18 04:00:00+00:00,1584.3514404296877,1,3.3563232421877274,25.482299804687727
2025-04-18 08:00:00+00:00,1583.301025390625,1,0.8671875,26.349487304687727
2025-04-18 12:00:00+00:00,1590.21875,1,5.867309570312273,32.216796875
2025-04-18 16:00:00+00:00,1582.612060546875,1,-0.68896484375,31.52783203125
2025-04-18 20:00:00+00:00,1591.9431152343748,-1,-1.7243652343747726,29.803466796875227
2025-04-19 00:00:00+00:00,1589.0869140625,-1,-6.474853515625,23.328613281250227
2025-04-19 04:00:00+00:00,1598.1240234375,-1,-6.180908203125227,17.147705078125
2025-04-19 08:00:00+00:00,1600.93212890625,-1,-11.84521484375,5.302490234375
2025-04-19 12:00:00+00:00,1596.1968994140625,-1,1.9271240234375,7.2296142578125
2025-04-19 16:00:00+00:00,1606.4755859374998,-1,-5.543457031249773,1.6861572265627274
2025-04-19 20:00:00+00:00,1614.50439453125,-1,-18.3074951171875,-16.621337890624773
2025-04-20 00:00:00+00:00,1613.7952880859375,-1,-7.319702148437727,-23.9410400390625
2025-04-20 04:00:00+00:00,1611.036865234375,-1,3.467529296875,-20.4735107421875
2025-04-20 08:00:00+00:00,1596.52099609375,-1,17.2742919921875,-3.19921875
2025-04-20 12:00:00+00:00,1571.5086669921875,-1,39.5281982421875,36.3289794921875
2025-04-20 16:00:00+00:00,1573.3377685546873,1,-23.183227539062727,13.145751953124773
2025-04-20 20:00:00+00:00,1586.08642578125,1,14.5777587890625,27.723510742187273
2025-04-21 00:00:00+00:00,1586.8194580078125,1,13.481689453125227,41.2052001953125
2025-04-21 04:00:00+00:00,1634.2884521484375,-1,-48.2020263671875,-6.996826171875
2025-04-21 08:00:00+00:00,1645.48681640625,-1,-58.6673583984375,-65.6641845703125
