Date,ETH_Price,Signal,Return,Equity
2025-04-17 16:00:00+00:00,1582.769287109375,-1,18.364990234375,18.364990234375
2025-04-17 20:00:00+00:00,1580.9951171875,-1,12.6280517578125,30.9930419921875
2025-04-18 00:00:00+00:00,1582.433837890625,-1,0.33544921875,31.3284912109375
2025-04-18 04:00:00+00:00,1584.3514404296877,1,3.3563232421877274,34.68481445312523
2025-04-18 08:00:00+00:00,1583.301025390625,1,0.8671875,35.55200195312523
2025-04-18 12:00:00+00:00,1590.21875,1,5.867309570312273,41.4193115234375
2025-04-18 16:00:00+00:00,1582.612060546875,1,-0.68896484375,40.7303466796875
2025-04-18 20:00:00+00:00,1591.9431152343748,-1,-1.7243652343747726,39.00598144531273
2025-04-19 00:00:00+00:00,1589.0869140625,-1,-6.474853515625,32.53112792968773
2025-04-19 04:00:00+00:00,1598.1240234375,-1,-6.180908203125227,26.3502197265625
2025-04-19 08:00:00+00:00,1600.93212890625,-1,-11.84521484375,14.5050048828125
2025-04-19 12:00:00+00:00,1596.1968994140625,-1,1.9271240234375,16.43212890625
2025-04-19 16:00:00+00:00,1606.4755859374998,-1,-5.543457031249773,10.888671875000227
2025-04-19 20:00:00+00:00,1614.50439453125,-1,-18.3074951171875,-7.418823242187273
2025-04-20 00:00:00+00:00,1613.7952880859375,-1,-7.319702148437727,-14.738525390625
2025-04-20 04:00:00+00:00,1611.036865234375,-1,3.467529296875,-11.27099609375
2025-04-20 08:00:00+00:00,1596.52099609375,-1,17.2742919921875,6.0032958984375
2025-04-20 12:00:00+00:00,1571.5086669921875,-1,39.5281982421875,45.531494140625
2025-04-20 16:00:00+00:00,1573.3377685546873,1,-23.183227539062727,22.348266601562273
2025-04-20 20:00:00+00:00,1586.08642578125,1,14.5777587890625,36.92602539062477
2025-04-21 00:00:00+00:00,1586.8194580078125,1,13.481689453125227,50.40771484375
2025-04-21 04:00:00+00:00,1634.2884521484375,-1,-48.2020263671875,2.2056884765625
2025-04-21 08:00:00+00:00,1645.48681640625,-1,-58.6673583984375,-56.461669921875
2025-04-21 12:00:00+00:00,1626.1162109375,-1,8.1722412109375,-48.2894287109375
2025-04-21 16:00:00+00:00,1623.3326416015627,-1,22.154174804687273,-26.135253906250227
2025-04-21 20:00:00+00:00,1574.962646484375,-1,51.153564453125,25.018310546874773
2025-04-22 00:00:00+00:00,1579.609130859375,1,-43.72351074218773,-18.705200195312955
2025-04-22 04:00:00+00:00,1578.926513671875,1,3.9638671875,-14.741333007812955
2025-04-22 08:00:00+00:00,1618.823486328125,1,39.21435546875,24.473022460937045
2025-04-22 12:00:00+00:00,1630.9110107421875,1,51.9844970703125,76.45751953124955
2025-04-22 16:00:00+00:00,1697.7569580078125,1,78.9334716796875,155.39099121093705
2025-04-22 20:00:00+00:00,1698.1915283203125,1,67.280517578125,222.67150878906205
2025-04-23 00:00:00+00:00,1758.286865234375,-1,-60.5299072265625,162.14160156249955
2025-04-23 04:00:00+00:00,1794.55712890625,-1,-96.3656005859375,65.77600097656205
2025-04-23 08:00:00+00:00,1788.2008056640625,-1,-29.9139404296875,35.862060546874545
2025-04-23 12:00:00+00:00,1795.182861328125,-1,-0.625732421875,35.236328124999545
2025-04-23 16:00:00+00:00,1790.4725341796875,-1,-2.271728515625,32.964599609374545
2025-04-23 20:00:00+00:00,1787.2203369140625,-1,7.9625244140625,40.927124023437045
2025-04-24 00:00:00+00:00,1795.5235595703125,1,5.051025390625,45.978149414062045
2025-04-24 04:00:00+00:00,1768.322509765625,1,-18.8978271484375,27.080322265624545
2025-04-24 08:00:00+00:00,1755.964599609375,1,-39.5589599609375,-12.478637695312955
2025-04-24 12:00:00+00:00,1754.3990478515623,1,-13.923461914062727,-26.402099609375682
2025-04-24 16:00:00+00:00,1765.9495849609375,1,9.9849853515625,-16.417114257813182
2025-04-24 20:00:00+00:00,1766.500732421875,1,12.101684570312727,-4.315429687500455
2025-04-25 00:00:00+00:00,1769.231689453125,1,3.2821044921875,-1.0333251953129547
2025-04-25 04:00:00+00:00,1758.8743896484375,1,-7.6263427734375,-8.659667968750455
2025-04-25 08:00:00+00:00,1775.60107421875,1,6.369384765625,-2.2902832031254547
2025-04-25 12:00:00+00:00,1789.09716796875,1,30.2227783203125,27.932495117187045
2025-04-25 16:00:00+00:00,1808.6754150390625,1,33.0743408203125,61.006835937499545
2025-04-25 20:00:00+00:00,1800.5076904296875,1,11.4105224609375,72.41735839843705
2025-04-26 00:00:00+00:00,1786.80078125,1,-21.8746337890625,50.542724609374545
2025-04-26 04:00:00+00:00,1798.17333984375,1,-2.3343505859375,48.208374023437045
2025-04-26 08:00:00+00:00,1802.0484619140625,1,15.2476806640625,63.456054687499545
2025-04-26 12:00:00+00:00,1787.5504150390625,1,-10.6229248046875,52.833129882812045
2025-04-26 16:00:00+00:00,1801.2921142578125,1,-0.75634765625,52.076782226562045
2025-04-26 20:00:00+00:00,1810.2049560546875,1,22.654541015625,74.73132324218705
